Series Name,Series Code,Country Name,Country Code,2021 [YR2021]
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,5023.27438368985
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,51203.5544731043
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,2410.87730858166
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,20192.5963039061
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,57116.4138715706
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,9010.5127999358
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,35904.8635462723
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,5029.47733808268
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,1189.17599946636
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,795.118605034735
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,9998.54431136155
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,1823.74222440796
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2771.72261645247
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,49764.793115622
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,18772.1411117581
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,68594.0081044426
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,2238.12713873311
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,4334.21598260314
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,4084.20030479458
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,4770.83534274738
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,100172.079253421
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,52166.8121647134
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,35770.0496120858
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,5183.58110028848
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39827.1267678179
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4046.93146710672
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,10373.7897924367
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,2069.66113651418
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1766.14394497188
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,34997.7816427848
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,5269.78390114389
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,32186.7654076734
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1306.17799234979
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2535.62343427332
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,21080.1774491839
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,4136.14657516013
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,1040.30862270774
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,675.66318584916
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,5908.9513231651
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,184083.321373984
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,23712.5357765275
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,133590.146975586
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,43873.4171613356
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,503.352081144811
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,633.609733286822
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,11109.2652881747
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,10366.2567800183
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,881.510088639799
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,34218.2147417968
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,6172.14506539834
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,2166.04479650543
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,9062.72247588818
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,10045.676371041
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3571.33676887856
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,5235.63604416292
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,234317.084818276
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,4566.14013102675
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,9465.96640819442
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3795.38696289063
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,491.83907494798
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1210.5406876897
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4919.18895548026
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,11632.6914902719
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,1229.39420520705
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,57708.1112134322
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,36668.4253519191
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,49996.4206725811
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2064.92511550317
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,590.629481388087
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2065.74906750923
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,6694.64112581709
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,90655.3910229392
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,19509.4664633867
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1505.01019279459
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,12083.8881491345
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,15491.2897902482
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2644.53717330941
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5959.44176327886
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6635.46392344859
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,3460.53940077621
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,17999.8322682985
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,24598.4727937544
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,32601.5656391821
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,66838.3276414802
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,14927.1168555732
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,12593.1572265625
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,821.228194072436
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,3857.35668493835
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,54982.4517157142
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,2360.54355385897
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,24160.6760455307
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1633.56011880605
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,9230.17444674566
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,12963.0646717088
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,504.621272179526
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,77710.0699565617
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,32316.5959834846
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,21782.8550659196
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,29291.4006234431
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2232.53695646531
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,446.98155963536
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,7055.05517621298
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,30103.513733191
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,3994.2469579056
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,18082.6879898426
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,9414.13774072652
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,8360.10105917172
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,749.706787109375
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,4869.13422621242
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,61143.2212428047
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,91991.6004583563
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,916.691967061922
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,1146.03198242188
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,7060.89760941608
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,2741.39394462437
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,964.050010186895
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4425.9705910742
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,16032.502767725
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3807.18456310206
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,9661.22773420424
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,23158.6378951102
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,5372.75676603732
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,883.465728078128
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,4827.845703125
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,44315.554183896
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,46585.8975644567
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,70219.472454115
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,17923.9953327961
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1993.42447790795
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,3044.57364031957
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,3756.48912237473
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,3678.63565662194
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,603.707959365751
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1137.34439483196
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1773.92041088078
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,1539.16554316986
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,1765.96530719796
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,6414.72561815051
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,10114.1468413213
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,18790.4181600999
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,3714.71391519885
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,13119.40564996
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,9812.14597481484
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,9921.17770568929
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,42472.3326927924
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,27239.9401146701
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,8919.90863602739
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,9983.84766919692
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,38436.149211449
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1780.26139196499
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,1043.67963008607
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,48351.0720660842
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,7275.45462599073
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,5712.35778982205
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,1842.03199304628
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,1273.74388066576
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,1461.61016032231
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,11554.2868836793
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,8413.26011713122
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,7804.44821172299
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,8195.12865998321
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,1151.78183621485
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,5520.31844976608
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,682.78266910265
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,2404.55179404135
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,7694.85516864621
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,3604.88875794318
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,3604.01229800729
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,6078.45380677436
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,68382.9399492465
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,42522.4500902694
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,13931.796724276
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,3641.55824740651
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,49340.466480345
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,1413.97365959385
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,12638.5703105452
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,2136.15805981447
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,2136.15805981447
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,1630.98390327386
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1630.03154175388
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1630.98390327387
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,10257.2797765954
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,12282.0000713291
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 10/26/2023,,,,
